critical_ratio,staff_ratio,bed_occupancy_rate,mortality_flag,resource_failure,triage_wait_time,nurses_absent,icu_transfers,patient_complaints
0.046875,0.0625,73.97987726295555,False,0,20,2,3,1
0.04065040650406504,0.12195121951219512,79.54864778242991,True,0,21,1,1,1
0.056338028169014086,0.2112676056338028,47.28072850495105,False,0,14,0,1,1
0.10984848484848485,0.01893939393939394,95.14234438413612,True,1,41,7,9,5
0.0,0.2830188679245283,60.20993370291153,False,0,13,1,1,0
0.027522935779816515,0.14678899082568808,40.85971302788046,False,0,5,1,1,1
0.0718232044198895,0.06077348066298342,88.51550491729986,False,1,29,3,6,4
0.07731958762886598,0.05670103092783505,87.81251390038736,True,1,34,4,7,4
0.07238605898123325,0.00804289544235925,98.0219698075404,True,1,58,4,5,8
0.017857142857142856,0.125,57.78354881871625,False,0,7,0,0,0
0.03333333333333333,0.2,55.58245317068895,False,0,6,0,0,1
0.043478260869565216,0.07453416149068323,74.5633620703282,True,0,14,2,3,2
0.09239130434782608,0.059782608695652176,80.60650384307647,True,0,38,4,3,3
0.03626943005181347,0.07253886010362694,76.33326707814572,False,0,20,1,3,2
0.06802721088435375,0.02040816326530612,92.18440437216833,True,1,62,7,5,5
0.0,0.19736842105263158,61.51826458140859,False,0,11,0,1,1
0.043478260869565216,0.062111801242236024,69.04118500697783,False,0,17,1,1,1
0.028037383177570093,0.14018691588785046,57.40760682099471,False,0,7,1,0,0
0.0,0.12037037037037036,50.27592533295578,False,0,11,1,0,1
0.04040404040404041,0.017676767676767676,94.47783164573092,True,1,45,7,7,5
0.059113300492610835,0.04433497536945813,89.50294566141342,True,1,25,3,7,5
0.0379746835443038,0.0759493670886076,72.68139587448921,False,0,13,2,1,1
0.028985507246376812,0.07246376811594203,70.11599526575388,False,1,23,1,2,3
0.015384615384615385,0.2923076923076923,52.91589728177536,False,0,5,0,1,0
0.06557377049180328,0.26229508196721313,55.827536431831696,False,0,13,1,0,0
0.03861003861003861,0.03474903474903475,91.69813318786436,True,0,25,3,6,4
0.05405405405405406,0.17567567567567569,47.63409650860984,False,0,6,1,1,0
0.05,0.02727272727272727,87.40840572775151,False,1,22,2,3,3
0.03164556962025317,0.0949367088607595,68.75692727908377,False,1,12,1,2,3
0.06666666666666667,0.08333333333333333,75.0338608949465,True,0,12,2,3,1
0.03225806451612903,0.1827956989247312,46.98900854491897,False,0,10,0,0,1
0.0547945205479452,0.1643835616438356,64.16637047609174,False,0,7,1,1,0
0.0,0.2345679012345679,44.23731866715231,False,0,13,0,1,0
0.06097560975609756,0.044715447154471545,89.22510840048754,True,0,21,3,4,3
0.06914893617021277,0.05319148936170213,92.1404173321777,True,1,26,3,3,3
0.05263157894736842,0.24561403508771928,40.69041929684262,False,0,6,0,1,1
0.02702702702702703,0.05405405405405406,73.13966952061365,False,0,15,2,1,2
0.05150214592274678,0.02575107296137339,84.07314373729614,True,1,39,2,5,5
0.06153846153846154,0.2,57.8648776044988,False,0,7,1,0,1
0.009345794392523364,0.14953271028037382,64.06621036694813,False,0,11,1,0,0
0.09444444444444444,0.03888888888888889,86.63528344596656,False,0,32,2,7,3
0.05345911949685535,0.018867924528301886,93.55972678651261,True,1,48,5,8,9
0.02702702702702703,0.14414414414414414,40.42902754579376,False,0,14,1,1,0
0.06060606060606061,0.11363636363636363,70.9775710159606,False,0,11,1,3,2
0.01910828025477707,0.08917197452229299,67.44401640622145,False,0,10,1,3,2
0.022727272727272728,0.10606060606060606,77.30959213615932,False,1,17,1,2,3
0.04838709677419355,0.2903225806451613,40.455545641288744,False,0,7,1,1,0
0.07017543859649122,0.22807017543859648,40.581798393395644,False,0,6,1,0,0
0.044585987261146494,0.07006369426751592,79.04972227783561,False,0,22,1,1,2
0.04065040650406504,0.08130081300813008,71.1892651536714,False,0,17,1,3,2
0.02702702702702703,0.12612612612612611,76.31814311127023,False,1,23,1,1,2
0.0,0.22058823529411764,63.96353742207996,False,0,7,1,1,0
0.019801980198019802,0.12871287128712872,42.08211027988149,False,0,9,0,0,1
0.0,0.17647058823529413,63.27322764218231,False,0,14,0,0,1
0.04807692307692308,0.1346153846153846,75.58747225818041,True,0,19,1,1,1
0.06666666666666667,0.03111111111111111,92.32790088935535,True,0,38,2,7,3
0.0532994923857868,0.007614213197969543,97.53378185258941,True,0,61,4,6,6
0.034482758620689655,0.13793103448275862,51.716516049853155,False,0,14,1,1,1
0.04929577464788732,0.02112676056338028,88.7505314764574,True,0,20,4,7,4
0.05357142857142857,0.049107142857142856,94.8944719417895,False,1,37,2,3,3
0.0380952380952381,0.047619047619047616,88.7647146788465,True,0,35,3,6,3
0.011764705882352941,0.2235294117647059,45.73486864262374,False,0,9,1,0,1
0.0583756345177665,0.007614213197969543,98.13795019706949,True,1,69,4,9,6
0.05357142857142857,0.05952380952380952,66.24122630052959,True,0,14,2,3,1
0.04060913705583756,0.04060913705583756,91.24367449964109,False,1,20,2,4,3
0.07,0.15,77.19351513695116,True,1,14,2,3,1
0.06719367588932806,0.03162055335968379,83.61627248494447,False,0,23,2,3,3
0.07042253521126761,0.03286384976525822,87.8046155135569,True,1,31,3,7,4
0.10130718954248366,0.02287581699346405,96.39361356974243,True,1,68,4,10,6
0.06976744186046512,0.09302325581395349,78.56238041740623,False,0,17,1,3,2
0.02,0.09333333333333334,67.20610221393557,True,0,21,1,1,2
0.04242424242424243,0.09090909090909091,73.69474901707608,False,0,16,1,3,3
0.05217391304347826,0.11304347826086956,71.17491821536292,True,0,11,2,1,2
0.05714285714285714,0.18571428571428572,48.69048036206709,False,0,10,1,0,1
0.01639344262295082,0.2786885245901639,43.2187099574911,False,0,14,1,0,0
0.0,0.17708333333333334,52.791425338681535,False,0,5,0,1,1
0.03424657534246575,0.03424657534246575,88.04885968980999,True,1,33,4,4,3
0.018518518518518517,0.16666666666666666,62.38017094217999,False,0,6,0,1,1
0.02631578947368421,0.12280701754385964,65.3010679666659,False,0,19,2,2,1
0.06569343065693431,0.014598540145985401,96.48822840291577,True,1,56,6,6,5
0.02127659574468085,0.09929078014184398,78.49471095717519,False,0,20,2,1,2
